VAE03095	Thợ kỹ thuật hàng không	Thợ kỹ thuật hàng không
VAE03096	Thợ kỹ thuật hàng không	Thợ kỹ thuật hàng không
VAE03097	Thợ kỹ thuật hàng không	Thợ kỹ thuật hàng không
VAE03098	Thợ kỹ thuật hàng không	Thợ kỹ thuật hàng không
VAE03099	Thợ kỹ thuật hàng không	Thợ kỹ thuật hàng không
VAE03100	Thợ kỹ thuật hàng không	Thợ kỹ thuật hàng không
VAE03108	Thợ kỹ thuật hàng không	Thợ kỹ thuật hàng không
VAE03101	Thợ kỹ thuật hàng không	Thợ kỹ thuật hàng không
VAE03102	Thợ kỹ thuật hàng không	Thợ kỹ thuật hàng không
VAE03103	Thợ kỹ thuật hàng không	Thợ kỹ thuật hàng không
VAE03104	Thợ kỹ thuật hàng không	Thợ kỹ thuật hàng không
VAE03105	Thợ kỹ thuật hàng không	Thợ kỹ thuật hàng không
VAE03106	Thợ kỹ thuật hàng không	Thợ kỹ thuật hàng không
VAE03107	Thợ kỹ thuật hàng không	Thợ kỹ thuật hàng không
VAE03111	Thợ kỹ thuật hàng không	Thợ kỹ thuật hàng không
VAE02888	Cử nhân Quản trị kinh doanh	Chuyên viên
VAE02889	Cử nhân Quản trị kinh doanh	Chuyên viên
VAE02890	Cử nhân kế toán	Chuyên viên
VAE02891	Cử nhân Quản trị kinh doanh	Chuyên viên
VAE02892	Cử nhân quản trị nhân lực	Chuyên viên
VAE02893	Lái xe	Nhân viên
VAE02894	Cử nhân kế toán	Cán sự
VAE02895	Cao đẳng kế toán	Nhân viên
VAE02896	T/c Công nghệ nhiệt lạnh	Nhân viên
VAE02901	Cao đẳng công nghệ cơ khí	Nhân viên
VAE02900	Kỹ sư Điện tử viễn thông	Nhân viên
VAE02899	Kỹ sư công nghệ thông tin	Nhân viên
VAE02898	T/c Công nghệ cơ khí	Nhân viên
VAE02897	T/c Công nghệ cơ khí	Nhân viên
VAE02902	Kỹ sư Vật lý kỹ thuật	Kỹ sư NDT
VAE03112	Thợ kỹ thuật hàng không	Thợ kỹ thuật hàng không
VAE03113	Tốt nghiệp THPT	Nhân viên
VAE03114	Cao đẳng Quản trị khách sạn	Nhân viên
VAE03115	T/c Điện dân dụng	Nhân viên
VAE03116	Tốt nghiệp THPT	Nhân viên
VAE03117	Cao đẳng Công nghệ kỹ thuật Điện tử - Viễn thông	Nhân viên
VAE03118	Tốt nghiệp THPT	Nhân viên
VAE03119	T/c hệ thống điện	Nhân viên
VAE03120	Cao đẳng Quản trị kinh doanh	Nhân viên
VAE03121	Cao đẳng Quản trị kinh danh công nghiệp	Nhân viên
VAE03122	Tốt nghiệp THPT	Nhân viên
VAE03123	Tốt nghiệp THPT	Nhân viên
VAE03124	Trung cấp nghề hàn	Nhân viên
VAE03125	Cử nhân Tài chính - Ngân hàng	Nhân viên
VAE03126	Cao đẳng Cơ khí chế tạo máy	Nhân viên
VAE03127	T/c Nghề công nghệ cơ khí	Nhân viên
VAE03128	CĐ công nghệ kỹ thuật cơ điện tử	Thợ kỹ thuật
VAE03129	T/c cơ khí	Thợ kỹ thuật
VAE03130	Kỹ sư cơ khí	Thợ kỹ thuật hàng không
VAE03131	Kỹ sư công nghệ thông tin	Thợ kỹ thuật hàng không
VAE03132	T/c công nghệ thông tin	Thợ kỹ thuật hàng không
VAE03133	CĐ cơ khí chế tạo	Thợ kỹ thuật hàng không
VAE03134	K/s ngành lọc - hóa dầu	Thợ kỹ thuật hàng không
VAE03135	K/s khoa học máy tính	Thợ kỹ thuật hàng không
VAE03136	CĐ công nghệ nhiệt - lạnh	Thợ kỹ thuật hàng không
VAE03137	T/c công nghệ thông tin	Thợ kỹ thuật hàng không
VAE03138	Cử nhân khoa học máy tính	Thợ kỹ thuật hàng không
VAE03139	CĐ tin học ứng dụng	Thợ kỹ thuật hàng không
VAE03140	Cử nhân tin học	Thợ kỹ thuật hàng không
VAE03141	K/s điện tử - viễn thông	Thợ kỹ thuật hàng không
VAE03142	CĐ công nghệ kỹ thuật điện	Thợ kỹ thuật hàng không
VAE03143	Cử nhân Quản trị kinh doanh	Chuyên viên
VAE03144	Cử nhân Quản trị kinh doanh	Chuyên viên
VAE03145	Cử nhân kinh tế	Chuyên viên
VAE03146	Cử nhân Quản trị kinh doanh	Chuyên viên
VAE03147	T/c y sỹ đa khoa	Cán sự y tế
VAE03148		Phó Tổng Giám đốc
VAE03149	Cử nhân cao đẳng Quản trị doanh nghiệp	Cán sự
VAE03150	Cử nhân Quản trị nhân lực	Chuyên viên
VAE03151	Cử nhân kỹ thuật quản lý sửa chữa máy bay; Thạc sỹ khoa học kỹ thuật và công nghệ	Kỹ sư hàng không
HV15-001	Kỹ sư	Học viên
HV15-002	Kỹ sư	Học viên
HV15-003	Kỹ sư	Học viên
HV15-004	Kỹ sư	Học viên
HV15-005	Kỹ sư	Học viên
HV15-006	Kỹ sư	Học viên
HV15-007	Kỹ sư	Học viên
HV15-008	Kỹ sư	Học viên
HV15-009	Kỹ sư	Học viên
HV15-010	Kỹ sư	Học viên
HV15-011	Kỹ sư	Học viên
HV15-012	Kỹ sư	Học viên
HV15-013	Kỹ sư	Học viên
HV15-014	Kỹ sư	Học viên
HV15-015	Kỹ sư	Học viên
HV15-016	Kỹ sư	Học viên
HV15-017	Kỹ sư	Học viên
HV15-018	Kỹ sư	Học viên
HV15-019	Kỹ sư	Học viên
HV15-020	Kỹ sư	Học viên
HV15-021	Kỹ sư	Học viên
HV15-022	Kỹ sư	Học viên
HV15-023	Kỹ sư	Học viên
HV15-024	Kỹ sư	Học viên
HV15-025	Kỹ sư	Học viên
HV15-026	Kỹ sư	Học viên
HV15-027	Kỹ sư	Học viên
HV15-028	Kỹ sư	Học viên
HV15-029	Kỹ sư	Học viên
HV15-030	Kỹ sư	Học viên
HV15-031	Kỹ sư	Học viên
HV15-032	Kỹ sư	Học viên
HV15-033	Kỹ sư	Học viên
HV15-034	Kỹ sư	Học viên
HV15-035	Kỹ sư	Học viên
HV15-036	Kỹ sư	Học viên
HV15-037	Kỹ sư	Học viên
HV15-038	Kỹ sư	Học viên
HV15-039	Kỹ sư	Học viên
HV15-040	Kỹ sư	Học viên
HV15-041	Kỹ sư	Học viên
HV15-042	Kỹ sư	Học viên
HV15-043	Kỹ sư	Học viên
HV15-044	Kỹ sư	Học viên
HV15-045	Kỹ sư	Học viên
HV15-046	Kỹ sư	Học viên
HV15-047	Kỹ sư	Học viên
HV15-048	Kỹ sư	Học viên
HV15-049	Kỹ sư	Học viên
HV15-050	Kỹ sư	Học viên
HV15-051	Kỹ sư	Học viên
HV15-052	Kỹ sư	Học viên
HV15-054	Kỹ sư	Học viên
HV15-055	Kỹ sư	Học viên
HV15-056	Kỹ sư	Học viên
HV15-057	Kỹ sư	Học viên
HV15-058	Kỹ sư	Học viên
HV15-059	Kỹ sư	Học viên
HV15-060	Kỹ sư	Học viên
HV15-061	Kỹ sư	Học viên
HV15-062	Kỹ sư	Học viên
HV15-063	Kỹ sư	Học viên
HV15-064	Kỹ sư	Học viên
HV15-065	Kỹ sư	Học viên
HV15-066	Kỹ sư	Học viên
HV15-067	Kỹ sư	Học viên
HV15-068	Kỹ sư	Học viên
HV15-069	Kỹ sư	Học viên
HV15-070	Kỹ sư	Học viên
HV15-071	Kỹ sư	Học viên
HV15-073	Kỹ sư	Học viên
HV15-074	Kỹ sư	Học viên
HV15-075	Kỹ sư	Học viên
HV15-076	Kỹ sư	Học viên
HV15-077	Kỹ sư	Học viên
HV15-078	Kỹ sư	Học viên
HV15-079	Kỹ sư	Học viên
HV15-080	Kỹ sư	Học viên
HV15-081	Kỹ sư	Học viên
HV15-082	Kỹ sư	Học viên
HV15-083	Kỹ sư	Học viên
HV15-084	Kỹ sư	Học viên
HV15-085	Kỹ sư	Học viên
HV15-086	Kỹ sư	Học viên
HV15-087	Kỹ sư	Học viên
HV15-088	Kỹ sư	Học viên
HV15-089	Kỹ sư	Học viên
HV15-090	Kỹ sư	Học viên
HV15-091	Kỹ sư	Học viên
HV15-092	Kỹ sư	Học viên
HV15-093	Kỹ sư	Học viên
HV15-094	Kỹ sư	Học viên
HV15-095	Kỹ sư	Học viên
HV15-096	Kỹ sư	Học viên
VAE03152	Lái xe	Nhân viên
VAE03153	Cao đẳng hàn	Nhân viên
